rnd-090b18b2-e7f5-4fc4-9f50-8958e3a8961b,SIM-00010,PHONE-00005,27/04/2015 13:35:29,13661,cell A,1,REASON 5
rnd-4191d9e0-cb9c-4d33-b38a-a75fb9b83243,SIM-00007,PHONE-00006,27/04/2015 13:35:30,25161,cell J,2,REASON 6
rnd-94a98634-0916-43ac-92bd-dda25f17b183,SIM-00006,PHONE-00002,27/04/2015 13:35:31,21861,cell B,2,REASON 10
rnd-3057f491-bf60-49a7-955e-e348a7968236,SIM-00001,PHONE-00006,27/04/2015 13:35:32,461,cell F,2,REASON 7
rnd-5d22f397-6544-4e97-a028-a9a1780eeb9c,SIM-00004,PHONE-00005,27/04/2015 13:35:34,1261,cell G,1,REASON 5
rnd-91303f63-3d83-4539-94e4-b49913bc5146,SIM-00005,PHONE-00001,27/04/2015 13:35:35,10061,cell D,1,REASON 3
rnd-b013c062-36b3-4a88-a655-2907e5aa3315,SIM-00004,PHONE-00001,27/04/2015 13:35:36,14461,cell B,2,REASON 2
rnd-3cabf472-2809-451a-b8b9-3ab50ebefcd1,SIM-00005,PHONE-00007,27/04/2015 13:35:37,9961,cell H,2,REASON 3
rnd-a0a8d252-32a3-47ea-b177-6ff3f13e2d42,SIM-00008,PHONE-00002,27/04/2015 13:35:38,19061,cell J,2,REASON 7
rnd-ccf463af-b8e7-4142-97cb-72757b6f7bb4,SIM-00010,PHONE-00007,27/04/2015 13:35:40,14761,cell H,1,REASON 10
rnd-2ce42732-6e6e-4247-805e-5798abb4a861,SIM-00004,PHONE-00005,27/04/2015 13:35:41,4561,cell H,1,REASON 4
rnd-8c722bec-8765-41c5-a41f-c6c9cfb30c20,SIM-00002,PHONE-00002,27/04/2015 13:35:42,21061,cell C,2,REASON 4
rnd-30fef3e3-1b5b-4319-83ea-4b732544c651,SIM-00005,PHONE-00004,27/04/2015 13:35:43,26261,cell F,2,REASON 5
rnd-cce55414-8100-4e5a-8100-0a9967190222,SIM-00009,PHONE-00004,27/04/2015 13:35:44,24861,cell F,1,REASON 4
rnd-47025d11-ede0-4d70-a0b2-a541d5e00d2b,SIM-00008,PHONE-00002,27/04/2015 13:35:46,11161,cell J,1,REASON 7
rnd-e4016a28-3f0e-4ac2-b759-71db8ae1b833,SIM-00010,PHONE-00001,27/04/2015 13:35:47,15561,cell F,1,REASON 6
rnd-518e5751-395b-4a77-94b9-ec94ada14e2c,SIM-00008,PHONE-00006,27/04/2015 13:35:48,5161,cell J,2,REASON 8
rnd-3470451d-2110-4923-a8e2-7c57e4315218,SIM-00005,PHONE-00007,27/04/2015 13:35:49,15661,cell D,1,REASON 9
rnd-28870fcb-71df-416e-adad-c33109baf28e,SIM-00001,PHONE-00006,27/04/2015 13:35:50,7061,cell I,2,REASON 5
rnd-6dd70679-7791-40fe-a5da-df5b235cb6d7,SIM-00006,PHONE-00008,27/04/2015 13:35:52,15261,cell C,2,REASON 6
rnd-1bde9287-e995-429f-b8df-c54101d89a54,SIM-00008,PHONE-00003,27/04/2015 13:35:53,26361,cell F,1,REASON 4
rnd-4e832549-fcc5-4ebd-86f2-22772313cb30,SIM-00010,PHONE-00006,27/04/2015 13:35:54,15261,cell J,1,REASON 1
rnd-40da0933-ebfb-4e6b-b090-9fef4c7fb975,SIM-00010,PHONE-00007,27/04/2015 13:35:55,5561,cell H,2,REASON 8
rnd-5a4dfacc-d29d-414e-afac-da152a830cf5,SIM-00003,PHONE-00008,27/04/2015 13:35:56,17461,cell H,1,REASON 5
rnd-7607f077-5d4c-49eb-aaac-8ff1985bddf7,SIM-00010,PHONE-00010,27/04/2015 13:35:58,26961,cell B,1,REASON 9
rnd-35b17ccf-41fe-4976-bdc0-2a4009f01e37,SIM-00003,PHONE-00004,27/04/2015 13:35:59,22461,cell I,2,REASON 5
rnd-b2b2aadf-fd3f-4d99-b1ba-ec740afa48df,SIM-00003,PHONE-00008,27/04/2015 13:36:00,28961,cell G,2,REASON 7
rnd-7de80899-217d-4809-9dbd-efc1bd73bae9,SIM-00004,PHONE-00009,27/04/2015 13:36:01,29661,cell H,1,REASON 10
rnd-cadb854f-14ba-428a-8dd3-9524f5f49e12,SIM-00009,PHONE-00002,27/04/2015 13:36:02,29861,cell D,1,REASON 6
rnd-37300732-516c-4001-ab04-170370092c1d,SIM-00008,PHONE-00006,27/04/2015 13:36:04,17061,cell E,1,REASON 3
rnd-173cbd50-8da2-48e8-96c4-786acb167473,SIM-00005,PHONE-00010,27/04/2015 13:36:05,3461,cell F,1,REASON 6
rnd-be03fef0-0d0c-47ba-865a-48f421e53a32,SIM-00010,PHONE-00009,27/04/2015 13:36:06,14261,cell B,1,REASON 10
rnd-7c3c8a41-1b4c-49f7-86d8-21fc720410c0,SIM-00005,PHONE-00006,27/04/2015 13:36:07,7461,cell I,2,REASON 3
rnd-a39b4be1-a410-4a4f-961c-bba44aededa9,SIM-00007,PHONE-00006,27/04/2015 13:36:08,9361,cell F,1,REASON 4
rnd-3aeb7496-4e57-4783-aca1-df7629d4441e,SIM-00009,PHONE-00004,27/04/2015 13:36:10,18761,cell A,2,REASON 5
rnd-8def3194-84c2-4489-bc0b-4af10bef73ed,SIM-00001,PHONE-00007,27/04/2015 13:36:11,22661,cell B,2,REASON 2
rnd-39672273-24e6-477c-85b6-309fe33abfd4,SIM-00007,PHONE-00008,27/04/2015 13:36:12,6861,cell D,2,REASON 10
rnd-0a8e78f3-1e52-40eb-bb15-5be014de8777,SIM-00009,PHONE-00002,27/04/2015 13:36:13,28761,cell J,2,REASON 1
rnd-b43aa056-a4c6-47d1-aa6f-2f6ad68ba6ff,SIM-00001,PHONE-00008,27/04/2015 13:36:14,7861,cell F,2,REASON 2
rnd-0274dbd7-fa34-449a-8ef5-d84138fb00c5,SIM-00006,PHONE-00004,27/04/2015 13:36:16,27161,cell F,1,REASON 5
rnd-755150e7-69e5-44f3-b925-67469ef087a6,SIM-00002,PHONE-00005,27/04/2015 13:36:17,11761,cell B,1,REASON 3
rnd-c1670b3e-f7ec-41cc-a985-50f4e13e438a,SIM-00008,PHONE-00004,27/04/2015 13:36:18,29261,cell G,1,REASON 2
rnd-46c18e55-aaa3-491f-8711-78aaa3a757a0,SIM-00002,PHONE-00009,27/04/2015 13:36:19,4261,cell C,2,REASON 9
rnd-f2354458-2551-4b49-8b54-2cc64a00749e,SIM-00001,PHONE-00009,27/04/2015 13:36:20,27361,cell G,1,REASON 9
rnd-ebae61a2-db28-4906-b613-3fe25d4a070d,SIM-00010,PHONE-00004,27/04/2015 13:36:22,26661,cell I,2,REASON 7
drop-840d34d0-06f5-4a06-82f6-abeb7700e512,SIM-00008-0,PHONE-00008-0,27/04/2015 13:36:23,9,cell A,1,REASON 2
drop-840d34d0-06f5-4a06-82f6-abeb7700e512,SIM-00008-0,PHONE-00008-0,27/04/2015 13:36:33,231,cell A,1,REASON 2
drop-a04d9022-8412-4b91-80fa-d230741c46b2,SIM-00003-1,PHONE-00008-1,27/04/2015 13:36:24,7,cell F,1,REASON 1
drop-a04d9022-8412-4b91-80fa-d230741c46b2,SIM-00003-1,PHONE-00008-1,27/04/2015 13:36:31,198,cell F,1,REASON 1
drop-93538d82-8f60-457b-8460-7362c6471c68,SIM-00004-2,PHONE-00006-2,27/04/2015 13:36:25,2,cell B,2,REASON 8
drop-93538d82-8f60-457b-8460-7362c6471c68,SIM-00004-2,PHONE-00006-2,27/04/2015 13:36:29,151,cell B,2,REASON 8
drop-3167c42c-273a-4922-88cf-e16db742d188,SIM-00008-3,PHONE-00005-3,27/04/2015 13:36:26,5,cell H,1,REASON 5
drop-3167c42c-273a-4922-88cf-e16db742d188,SIM-00008-3,PHONE-00005-3,27/04/2015 13:36:34,194,cell H,1,REASON 5
drop-14c49245-4031-4105-96d2-8e925b4138e3,SIM-00009-4,PHONE-00002-4,27/04/2015 13:36:28,5,cell G,1,REASON 7
drop-14c49245-4031-4105-96d2-8e925b4138e3,SIM-00009-4,PHONE-00002-4,27/04/2015 13:36:34,274,cell G,1,REASON 7
drop-75fe967b-b272-4ab3-9a9c-ecfa1b368c37,SIM-00003-5,PHONE-00005-5,27/04/2015 13:36:29,5,cell F,2,REASON 5
drop-75fe967b-b272-4ab3-9a9c-ecfa1b368c37,SIM-00003-5,PHONE-00005-5,27/04/2015 13:36:34,4,cell F,2,REASON 5
drop-9e260b72-0516-4aa0-a8be-48c558d3dab9,SIM-00010-6,PHONE-00006-6,27/04/2015 13:36:30,3,cell G,2,REASON 3
drop-9e260b72-0516-4aa0-a8be-48c558d3dab9,SIM-00010-6,PHONE-00006-6,27/04/2015 13:36:33,69,cell G,2,REASON 3
drop-3a35630b-cbdd-470c-ab85-b9e93aada126,SIM-00002-7,PHONE-00001-7,27/04/2015 13:36:31,1,cell D,2,REASON 7
drop-3a35630b-cbdd-470c-ab85-b9e93aada126,SIM-00002-7,PHONE-00001-7,27/04/2015 13:36:32,288,cell D,2,REASON 7
drop-46c8e1ce-2290-4956-b0e5-665b54089fb5,SIM-00008-8,PHONE-00006-8,27/04/2015 13:36:32,0,cell C,2,REASON 3
drop-46c8e1ce-2290-4956-b0e5-665b54089fb5,SIM-00008-8,PHONE-00006-8,27/04/2015 13:36:36,255,cell C,2,REASON 3
drop-852dea68-9061-495e-a933-567cde4f8d3e,SIM-00001-9,PHONE-00003-9,27/04/2015 13:36:34,1,cell F,1,REASON 7
drop-852dea68-9061-495e-a933-567cde4f8d3e,SIM-00001-9,PHONE-00003-9,27/04/2015 13:36:37,33,cell F,1,REASON 7
drop-200b851b-0b06-4ad6-9cd8-a1cec9ef430d,SIM-00003-10,PHONE-00002-10,27/04/2015 13:36:35,8,cell J,2,REASON 5
drop-200b851b-0b06-4ad6-9cd8-a1cec9ef430d,SIM-00003-10,PHONE-00002-10,27/04/2015 13:36:43,283,cell J,2,REASON 5
drop-54107a36-5080-4e47-a18d-c541938ec0b9,SIM-00010-11,PHONE-00005-11,27/04/2015 13:36:36,0,cell J,1,REASON 2
drop-54107a36-5080-4e47-a18d-c541938ec0b9,SIM-00010-11,PHONE-00005-11,27/04/2015 13:36:37,0,cell J,1,REASON 2
drop-538c6371-ac21-4d93-b327-24d97f03b3d9,SIM-00007-12,PHONE-00003-12,27/04/2015 13:36:37,6,cell B,1,REASON 6
drop-538c6371-ac21-4d93-b327-24d97f03b3d9,SIM-00007-12,PHONE-00003-12,27/04/2015 13:36:45,14,cell B,1,REASON 6
drop-837d2f43-a80e-4554-8373-87a7260dae22,SIM-00004-13,PHONE-00004-13,27/04/2015 13:36:38,6,cell A,1,REASON 5
drop-837d2f43-a80e-4554-8373-87a7260dae22,SIM-00004-13,PHONE-00004-13,27/04/2015 13:36:48,197,cell A,1,REASON 5
drop-ca22113d-6bf1-4fa4-bb42-847dbee384fa,SIM-00004-14,PHONE-00010-14,27/04/2015 13:36:40,9,cell G,2,REASON 4
drop-ca22113d-6bf1-4fa4-bb42-847dbee384fa,SIM-00004-14,PHONE-00010-14,27/04/2015 13:36:50,172,cell G,2,REASON 4
drop-002b3ef9-9f52-45b5-8b4a-d2349ae4031a,SIM-00002-15,PHONE-00001-15,27/04/2015 13:36:41,6,cell H,1,REASON 10
drop-002b3ef9-9f52-45b5-8b4a-d2349ae4031a,SIM-00002-15,PHONE-00001-15,27/04/2015 13:36:50,265,cell H,1,REASON 10
drop-77b3583a-d783-4338-9a0d-5ad37d2a836b,SIM-00004-16,PHONE-00002-16,27/04/2015 13:36:42,0,cell I,1,REASON 1
drop-77b3583a-d783-4338-9a0d-5ad37d2a836b,SIM-00004-16,PHONE-00002-16,27/04/2015 13:36:44,19,cell I,1,REASON 1
drop-577fea5b-9498-4964-816a-20f1e4d1987b,SIM-00007-17,PHONE-00007-17,27/04/2015 13:36:43,0,cell A,2,REASON 7
drop-577fea5b-9498-4964-816a-20f1e4d1987b,SIM-00007-17,PHONE-00007-17,27/04/2015 13:36:43,127,cell A,2,REASON 7
drop-3a0bdee4-63cc-44f5-9156-fd997f3b06ee,SIM-00004-18,PHONE-00004-18,27/04/2015 13:36:44,4,cell A,2,REASON 2
drop-3a0bdee4-63cc-44f5-9156-fd997f3b06ee,SIM-00004-18,PHONE-00004-18,27/04/2015 13:36:48,186,cell A,2,REASON 2
drop-17224207-4ac7-4a44-8ac4-e60c3795f11d,SIM-00009-19,PHONE-00002-19,27/04/2015 13:36:46,3,cell H,2,REASON 5
drop-17224207-4ac7-4a44-8ac4-e60c3795f11d,SIM-00009-19,PHONE-00002-19,27/04/2015 13:36:53,266,cell H,2,REASON 5
drop-a00f8eea-5416-4aee-b6a1-e63c8724b352,SIM-00001-20,PHONE-00009-20,27/04/2015 13:36:47,2,cell H,1,REASON 4
drop-a00f8eea-5416-4aee-b6a1-e63c8724b352,SIM-00001-20,PHONE-00009-20,27/04/2015 13:36:51,178,cell H,1,REASON 4
drop-ef4dd0ab-cb05-4d83-b08c-8e0e7214396e,SIM-00005-21,PHONE-00004-21,27/04/2015 13:36:48,4,cell G,2,REASON 3
drop-ef4dd0ab-cb05-4d83-b08c-8e0e7214396e,SIM-00005-21,PHONE-00004-21,27/04/2015 13:36:56,297,cell G,2,REASON 3
drop-99bf4f07-aa3b-45f7-8239-81276a93c47d,SIM-00008-22,PHONE-00002-22,27/04/2015 13:36:49,0,cell H,1,REASON 9
drop-99bf4f07-aa3b-45f7-8239-81276a93c47d,SIM-00008-22,PHONE-00002-22,27/04/2015 13:36:52,27,cell H,1,REASON 9
drop-a4ba000e-cbe3-4740-a76b-778fcf51a348,SIM-00004-23,PHONE-00005-23,27/04/2015 13:36:50,8,cell G,1,REASON 9
drop-a4ba000e-cbe3-4740-a76b-778fcf51a348,SIM-00004-23,PHONE-00005-23,27/04/2015 13:37:00,137,cell G,1,REASON 9
drop-56a90e22-20fa-47e6-a473-894f0a59a60c,SIM-00009-24,PHONE-00005-24,27/04/2015 13:36:52,4,cell E,2,REASON 10
drop-56a90e22-20fa-47e6-a473-894f0a59a60c,SIM-00009-24,PHONE-00005-24,27/04/2015 13:36:59,67,cell E,2,REASON 10
drop-99bb93da-7f2b-4cc7-affe-1418c274ea5c,SIM-00004-25,PHONE-00007-25,27/04/2015 13:36:53,1,cell C,2,REASON 9
drop-99bb93da-7f2b-4cc7-affe-1418c274ea5c,SIM-00004-25,PHONE-00007-25,27/04/2015 13:36:55,261,cell C,2,REASON 9
drop-76a06907-ed97-4dd2-9d90-244b14e4e762,SIM-00001-26,PHONE-00001-26,27/04/2015 13:36:54,0,cell B,2,REASON 6
drop-76a06907-ed97-4dd2-9d90-244b14e4e762,SIM-00001-26,PHONE-00001-26,27/04/2015 13:36:54,64,cell B,2,REASON 6
drop-c64b7114-ffaf-4f7c-b061-754d23ec8f97,SIM-00010-27,PHONE-00010-27,27/04/2015 13:36:55,6,cell D,1,REASON 2
drop-c64b7114-ffaf-4f7c-b061-754d23ec8f97,SIM-00010-27,PHONE-00010-27,27/04/2015 13:37:04,56,cell D,1,REASON 2
change-902c918f-41ae-4f4f-8e95-383bf7aea0f1,SIM-00002,PHONE-00010,27/04/2015 13:36:56,251,cell G,2,REASON 9
change-902c918f-41ae-4f4f-8e95-383bf7aea0f1,SIM-00002,PHONE-00010,27/04/2015 13:36:56,251,cell F,1,REASON 9
change-b42e5f1e-ff81-4aac-bd97-b3830b21833d,SIM-00003,PHONE-00005,27/04/2015 13:36:58,67,cell I,2,REASON 2
change-b42e5f1e-ff81-4aac-bd97-b3830b21833d,SIM-00003,PHONE-00005,27/04/2015 13:36:58,67,cell G,1,REASON 2
change-8fc71d5d-e182-4ecb-bf18-849f6f9f5ec4,SIM-00007,PHONE-00008,27/04/2015 13:36:59,137,cell D,1,REASON 4
change-8fc71d5d-e182-4ecb-bf18-849f6f9f5ec4,SIM-00007,PHONE-00008,27/04/2015 13:36:59,137,cell B,2,REASON 4
change-81386236-4981-4141-936d-6663ddeca840,SIM-00004,PHONE-00007,27/04/2015 13:37:00,77,cell G,2,REASON 7
change-81386236-4981-4141-936d-6663ddeca840,SIM-00004,PHONE-00007,27/04/2015 13:37:00,77,cell D,1,REASON 7
change-6e2c0f5b-bbea-4dfd-a492-f169e5d5b6e2,SIM-00006,PHONE-00007,27/04/2015 13:37:01,55,cell C,2,REASON 7
change-6e2c0f5b-bbea-4dfd-a492-f169e5d5b6e2,SIM-00006,PHONE-00007,27/04/2015 13:37:01,55,cell A,1,REASON 7
change-01d003de-896c-49da-af64-0dfc51adac36,SIM-00005,PHONE-00006,27/04/2015 13:37:02,44,cell I,2,REASON 2
change-01d003de-896c-49da-af64-0dfc51adac36,SIM-00005,PHONE-00006,27/04/2015 13:37:02,44,cell J,1,REASON 2
change-9ef55346-8b0e-4bcc-826f-ed24e7ca0e55,SIM-00002,PHONE-00005,27/04/2015 13:37:04,228,cell H,1,REASON 10
change-9ef55346-8b0e-4bcc-826f-ed24e7ca0e55,SIM-00002,PHONE-00005,27/04/2015 13:37:04,228,cell D,2,REASON 10
change-da9c4213-711e-41ed-863a-743e2daa1bd5,SIM-00009,PHONE-00004,27/04/2015 13:37:05,94,cell C,2,REASON 6
change-da9c4213-711e-41ed-863a-743e2daa1bd5,SIM-00009,PHONE-00004,27/04/2015 13:37:05,94,cell J,1,REASON 6
change-23311fef-866c-473e-8835-33c1a6255f5c,SIM-00009,PHONE-00005,27/04/2015 13:37:06,5,cell B,2,REASON 1
change-23311fef-866c-473e-8835-33c1a6255f5c,SIM-00009,PHONE-00005,27/04/2015 13:37:06,5,cell E,1,REASON 1
change-be9515f5-d39a-4500-ad6d-7a252d8127d3,SIM-00007,PHONE-00003,27/04/2015 13:37:07,72,cell J,2,REASON 4
change-be9515f5-d39a-4500-ad6d-7a252d8127d3,SIM-00007,PHONE-00003,27/04/2015 13:37:07,72,cell A,1,REASON 4
change-121c6944-c994-4d9a-bd12-f492eb2f3544,SIM-00009,PHONE-00009,27/04/2015 13:37:08,54,cell E,1,REASON 5
change-121c6944-c994-4d9a-bd12-f492eb2f3544,SIM-00009,PHONE-00009,27/04/2015 13:37:08,54,cell B,2,REASON 5
change-78b132df-8e69-4e6e-8857-de919e2de65e,SIM-00004,PHONE-00003,27/04/2015 13:37:10,162,cell G,2,REASON 4
change-78b132df-8e69-4e6e-8857-de919e2de65e,SIM-00004,PHONE-00003,27/04/2015 13:37:10,162,cell F,1,REASON 4
change-beb54419-eef0-4e50-a901-bbdd54c02c0a,SIM-00003,PHONE-00003,27/04/2015 13:37:11,133,cell C,2,REASON 8
change-beb54419-eef0-4e50-a901-bbdd54c02c0a,SIM-00003,PHONE-00003,27/04/2015 13:37:11,133,cell G,1,REASON 8
change-cb641a7d-cae9-4a7e-8ad4-710496f149b7,SIM-00008,PHONE-00010,27/04/2015 13:37:12,184,cell F,2,REASON 5
change-cb641a7d-cae9-4a7e-8ad4-710496f149b7,SIM-00008,PHONE-00010,27/04/2015 13:37:12,184,cell H,1,REASON 5
change-aa5bfa0a-7458-4291-969a-57298ae0c16e,SIM-00008,PHONE-00002,27/04/2015 13:37:13,59,cell I,1,REASON 10
change-aa5bfa0a-7458-4291-969a-57298ae0c16e,SIM-00008,PHONE-00002,27/04/2015 13:37:13,59,cell A,2,REASON 10
change-79aaddb8-3fbf-470c-a79c-b981211f9c3c,SIM-00009,PHONE-00005,27/04/2015 13:37:14,120,cell J,2,REASON 2
change-79aaddb8-3fbf-470c-a79c-b981211f9c3c,SIM-00009,PHONE-00005,27/04/2015 13:37:14,120,cell G,1,REASON 2
change-61e085b0-c29f-49ed-9a5d-0b50833c2f35,SIM-00007,PHONE-00007,27/04/2015 13:37:16,91,cell A,2,REASON 7
change-61e085b0-c29f-49ed-9a5d-0b50833c2f35,SIM-00007,PHONE-00007,27/04/2015 13:37:16,91,cell B,1,REASON 7
change-220c373f-3f35-4223-a2d4-108ab0e06d9d,SIM-00010,PHONE-00005,27/04/2015 13:37:17,232,cell D,1,REASON 3
change-220c373f-3f35-4223-a2d4-108ab0e06d9d,SIM-00010,PHONE-00005,27/04/2015 13:37:17,232,cell H,2,REASON 3
change-3451b3f5-4b59-48c1-8b1f-f8aa6fc47e58,SIM-00002,PHONE-00010,27/04/2015 13:37:18,125,cell G,1,REASON 10
change-3451b3f5-4b59-48c1-8b1f-f8aa6fc47e58,SIM-00002,PHONE-00010,27/04/2015 13:37:18,125,cell J,2,REASON 10
change-5df0943f-ed1a-4d71-9eab-2d39992fa526,SIM-00007,PHONE-00010,27/04/2015 13:37:19,281,cell C,2,REASON 5
change-5df0943f-ed1a-4d71-9eab-2d39992fa526,SIM-00007,PHONE-00010,27/04/2015 13:37:19,281,cell G,1,REASON 5
change-408339cb-8ca9-412d-95a3-a87d87a8c03f,SIM-00001,PHONE-00007,27/04/2015 13:37:20,238,cell B,2,REASON 10
change-408339cb-8ca9-412d-95a3-a87d87a8c03f,SIM-00001,PHONE-00007,27/04/2015 13:37:20,238,cell B,1,REASON 10
change-4453993b-ac36-4dc2-8b78-b6accaf29244,SIM-00010,PHONE-00005,27/04/2015 13:37:22,115,cell B,1,REASON 2
change-4453993b-ac36-4dc2-8b78-b6accaf29244,SIM-00010,PHONE-00005,27/04/2015 13:37:22,115,cell G,2,REASON 2
change-09ce09d5-d019-457b-9607-e0b21c05915d,SIM-00009,PHONE-00003,27/04/2015 13:37:23,2,cell D,1,REASON 6
change-09ce09d5-d019-457b-9607-e0b21c05915d,SIM-00009,PHONE-00003,27/04/2015 13:37:23,2,cell F,2,REASON 6
change-ac5cf3db-d243-4f99-8690-f7d48b8de888,SIM-00002,PHONE-00003,27/04/2015 13:37:24,288,cell C,2,REASON 9
change-ac5cf3db-d243-4f99-8690-f7d48b8de888,SIM-00002,PHONE-00003,27/04/2015 13:37:24,288,cell E,1,REASON 9
change-8bb6cc46-eb29-484d-acd4-84008c3146ed,SIM-00010,PHONE-00008,27/04/2015 13:37:25,168,cell I,1,REASON 4
change-8bb6cc46-eb29-484d-acd4-84008c3146ed,SIM-00010,PHONE-00008,27/04/2015 13:37:25,168,cell I,2,REASON 4
change-4fbc3b5a-a50f-4f7d-8d67-9afe670ab821,SIM-00002,PHONE-00010,27/04/2015 13:37:26,236,cell A,1,REASON 3
change-4fbc3b5a-a50f-4f7d-8d67-9afe670ab821,SIM-00002,PHONE-00010,27/04/2015 13:37:26,236,cell A,2,REASON 3
